txn_id,created_at,merchant_id,customer_id,mcc,amount,currency,amount_usd,status,payment_method,card_brand,card_last4,country,city,risk_score,auth_code,fee_rate_percent,fixed_fee_cents,fee_total_usd,processor_cost_usd,net_revenue_usd,net_settlement_usd,settlement_batch_id
T0008122,2025-08-03 19:42:42,M00085,C002107,5691,100.37,GBP,270.85,succeeded,card,Mastercard,3826,JO,Amman,0.25,COKDOE,2.55,40,20.65,3.4,17.25,250.2,SB20250803-003
T0008123,2025-08-15 22:51:23,M00031,C001680,7399,759.35,AED,425.47,succeeded,card,Mastercard,6489,CA,Toronto,0.09,F3EN91,2.09,20,29.61,5.25,24.36,395.86,SB20250815-005
T0008124,2025-08-15 11:30:52,M00072,C001577,4812,119.34,EUR,267.97,succeeded,bank_transfer,Mastercard,6504,US,SF,0.08,8HD2YH,2.35,10,19.29,3.36,15.94,248.67,SB20250815-005
T0008125,2025-08-13 08:51:48,M00074,C000187,5732,139.45,EUR,313.12,succeeded,card,Amex,4286,NL,Utrecht,0.16,F8GCI9,2.85,10,24.06,3.89,20.17,289.06,SB20250813-001
T0008126,2025-08-13 10:43:13,M00070,C007594,5411,51.1,EUR,114.74,succeeded,card,Amex,3311,US,NYC,0.23,7T4P7G,2.18,35,8.68,1.52,7.16,106.06,SB20250813-001
T0008127,2025-08-14 21:35:06,M00037,C000937,5691,52.41,EUR,117.69,succeeded,card,Mastercard,8408,GB,Bristol,0.19,2TJIE4,2.67,20,9.18,1.57,7.61,108.51,SB20250814-005
T0008128,2025-08-11 12:23:38,M00053,C000624,6012,978.53,TRY,60.48,succeeded,bank_transfer,Mastercard,1071,NL,Amsterdam,0.11,GTT1FZ,2.36,40,5.13,0.87,4.27,55.35,SB20250811-002
T0008129,2025-08-09 21:37:05,M00021,C007511,5691,57.65,AED,32.3,succeeded,card,Discover,8578,US,Seattle,0.05,AM56PS,2.64,30,3.0,0.54,2.47,29.3,SB20250809-004
T0008130,2025-08-26 16:06:03,M00062,C001962,5812,40.88,AED,22.91,succeeded,card,Visa,0507,JO,Amman,0.15,C81I4B,3.25,25,2.35,0.41,1.94,20.56,SB20250826-003
T0008131,2025-08-24 04:13:32,M00118,C001042,5999,87.21,EUR,95.06,failed,card,Mastercard,8705,JO,Amman,0.0,JUSRY9,3.38,30,3.51,1.21,2.3,0.0,SB20250824-003
T0008132,2025-08-06 16:11:36,M00061,C000604,5812,23.71,GBP,63.98,succeeded,paypal,Mastercard,8374,AE,Abu Dhabi,0.24,CNFKXA,2.61,15,5.03,0.91,4.12,58.96,SB20250806-005
T0008133,2025-08-19 19:24:23,M00095,C005323,6012,620.69,AED,347.79,succeeded,card,Mastercard,8337,JO,Amman,0.02,KPOPAB,2.35,20,25.18,4.33,20.86,322.61,SB20250819-004
T0008134,2025-08-02 14:28:53,M00115,C002447,5691,107.78,EUR,242.01,succeeded,card,Discover,5931,AE,Abu Dhabi,0.05,FTL45T,1.92,30,16.82,3.05,13.77,225.19,SB20250802-004
T0008135,2025-08-20 23:21:19,M00074,C003706,5732,69.35,USD,142.86,succeeded,cash_app,Mastercard,8843,SA,Jeddah,0.16,XVNZ8N,2.85,10,11.1,1.85,9.25,131.76,SB20250820-001
T0008136,2025-08-01 19:26:36,M00022,C002328,4812,420.0,SAR,230.14,succeeded,apple_pay,Discover,1150,FR,Marseille,0.0,C41I62,2.81,25,17.96,2.9,15.06,212.18,SB20250801-005
T0008137,2025-08-22 07:09:31,M00096,C002688,5732,83.3,AED,22.66,pending,bank_transfer,Mastercard,2573,DE,Berlin,0.26,P16QRT,2.53,20,0.77,0.34,0.43,0.0,SB20250822-005
T0008138,2025-08-09 14:01:38,M00024,C003938,6012,330.74,EUR,742.65,succeeded,bank_transfer,Visa,6777,SA,Riyadh,0.13,K60LBP,2.63,20,55.37,9.06,46.3,687.28,SB20250809-004
T0008139,2025-08-21 20:19:38,M00072,C000651,4812,190.1,AED,106.52,succeeded,card,Mastercard,6309,NL,Rotterdam,0.29,AYWGAU,2.35,10,7.8,1.42,6.38,98.72,SB20250821-003
T0008140,2025-08-20 11:11:25,M00103,C001243,7399,263.49,USD,542.79,succeeded,card,Mastercard,4826,TR,Ankara,0.0,5QG5ZP,2.78,10,41.2,6.65,34.55,501.59,SB20250820-004
T0008141,2025-08-19 04:01:23,M00005,C003265,6012,248.39,AED,139.17,succeeded,bank_transfer,Amex,4436,FR,Marseille,0.15,CH7R16,2.37,30,10.55,1.81,8.74,128.62,SB20250819-001
T0008142,2025-08-10 19:18:51,M00044,C005130,7399,166.38,TRY,4.99,refunded,card,Visa,4105,SA,Dammam,0.25,ZBJQLC,2.32,30,0.42,0.13,0.29,0.0,SB20250810-001
T0008143,2025-08-08 06:32:08,M00008,C000306,7999,73.97,EUR,166.1,succeeded,card,UnionPay,6381,TR,Ankara,0.08,4WCG7P,2.45,35,12.72,2.14,10.58,153.37,SB20250808-005
T0008144,2025-08-22 00:43:29,M00061,C003409,5812,16.72,USD,34.44,succeeded,card,Amex,9216,NL,Utrecht,0.08,PZMDN5,2.61,15,2.86,0.56,2.3,31.58,SB20250822-002
T0008145,2025-08-10 08:21:54,M00103,C006458,7399,681.76,TRY,20.45,failed,card,Mastercard,4005,NL,Amsterdam,0.06,45ZJTU,2.78,10,0.67,0.32,0.35,0.0,SB20250810-001
T0008146,2025-08-18 21:59:35,M00109,C004629,5812,29.95,CAD,45.03,succeeded,card,Mastercard,0000,GB,Manchester,0.07,LYEI4E,2.36,30,3.84,0.68,3.16,41.2,SB20250818-002
T0008147,2025-08-19 20:58:33,M00116,C003297,5999,71.87,EUR,161.38,succeeded,card,Visa,0453,NL,Utrecht,0.19,8WS7XC,2.86,30,12.93,2.08,10.85,148.45,SB20250819-005
T0008148,2025-08-03 07:50:32,M00117,C006432,5411,38.84,TRY,2.41,succeeded,card,Mastercard,4810,AE,Abu Dhabi,0.1,MB6DS4,3.06,10,0.4,0.16,0.24,2.01,SB20250803-002
T0008149,2025-08-16 17:52:23,M00009,C002479,6012,821.18,JOD,2385.19,succeeded,card,Visa,3268,NL,Amsterdam,0.06,66AVKF,2.48,30,173.55,28.76,144.79,2211.65,SB20250816-004
T0008150,2025-08-11 04:58:12,M00008,C004933,7999,31.71,JOD,92.1,succeeded,card,Visa,5603,SA,Jeddah,0.28,OVYSM9,2.45,35,7.38,1.26,6.12,84.72,SB20250811-005
T0008151,2025-08-10 04:12:54,M00001,C002310,7399,280.63,JOD,815.12,succeeded,card,Mastercard,9012,FR,Marseille,0.1,YTIUUK,2.19,30,57.37,9.93,47.44,757.76,SB20250810-002
T0008152,2025-08-14 22:19:01,M00071,C005355,7999,25.18,TRY,1.57,succeeded,card,Visa,4630,FR,Marseille,0.16,KFGM0C,2.45,25,0.63,0.16,0.46,0.94,SB20250814-002
T0008153,2025-08-16 17:59:46,M00087,C001153,5999,89.88,AED,50.37,succeeded,card,Mastercard,2937,NL,Rotterdam,0.02,O73Y8O,2.3,10,3.76,0.74,3.02,46.61,SB20250816-005
T0008154,2025-08-05 18:20:06,M00047,C001449,7999,51.57,JOD,149.78,succeeded,card,Visa,5059,CA,Montreal,0.12,SKA80A,2.48,20,11.27,1.94,9.33,138.52,SB20250805-003
T0008155,2025-08-08 02:39:24,M00063,C006060,5999,178.9,USD,368.53,succeeded,bank_transfer,Amex,4912,CA,Toronto,0.09,ERKWQ8,2.91,40,29.14,4.57,24.56,339.4,SB20250808-003
T0008156,2025-08-22 18:35:45,M00085,C007985,5691,62.66,JOD,182.0,succeeded,card,Visa,0007,FR,Paris,0.17,5PXGVN,2.55,40,14.14,2.33,11.81,167.86,SB20250822-001
T0008157,2025-08-02 02:55:11,M00006,C002359,6012,244.23,CAD,367.28,succeeded,apple_pay,Visa,0526,CA,Montreal,0.02,F9T9MP,2.24,20,26.15,4.55,21.6,341.12,SB20250802-005
T0008158,2025-08-12 13:14:11,M00011,C005831,7999,49.51,SAR,27.13,succeeded,card,Visa,6528,FR,Lyon,0.31,H189YL,2.63,20,2.43,0.47,1.95,24.7,SB20250812-003
T0008159,2025-08-10 01:47:00,M00087,C002946,5999,55.75,GBP,150.44,succeeded,apple_pay,Visa,3674,AE,Sharjah,0.08,ADMK0O,2.3,10,10.84,1.96,8.89,139.6,SB20250810-005
T0008160,2025-08-26 10:42:10,M00087,C001233,5999,67.56,JOD,196.24,succeeded,card,Mastercard,9187,AE,Dubai,0.22,8YA8JL,2.3,10,14.08,2.49,11.59,182.16,SB20250826-001
T0008161,2025-08-12 16:37:48,M00080,C000412,5411,46.68,USD,46.68,pending,paypal,Visa,8670,NL,Rotterdam,0.01,8DB8FP,2.43,35,1.48,0.63,0.85,0.0,SB20250812-002
T0008162,2025-08-05 12:13:26,M00074,C006323,5732,199.41,JOD,579.21,succeeded,card,Mastercard,8535,US,NYC,0.16,AO56C9,2.85,10,44.34,7.09,37.25,534.88,SB20250805-005
T0008163,2025-08-14 12:55:24,M00107,C007137,5734,104.66,JOD,303.99,succeeded,card,Visa,4881,FR,Marseille,0.1,HWL60Z,2.09,10,21.05,3.79,17.26,282.94,SB20250814-003
T0008164,2025-08-02 12:29:52,M00089,C002716,5812,25.3,GBP,33.14,pending,google_pay,Amex,7061,JO,Amman,0.1,QEMBB6,2.27,40,1.15,0.47,0.68,0.0,SB20250802-002
T0008165,2025-08-07 17:09:04,M00083,C004243,4812,130.67,JOD,379.53,succeeded,card,Visa,7621,FR,Paris,0.15,8YRA21,2.67,35,28.96,4.7,24.27,350.57,SB20250807-003
T0008166,2025-08-10 04:56:29,M00106,C005782,5732,107.17,CAD,161.15,succeeded,card,Visa,9922,DE,Berlin,0.0,DSY5D0,2.52,35,12.47,2.08,10.39,148.69,SB20250810-003
T0008167,2025-08-05 03:50:00,M00101,C007937,5812,40.92,TRY,2.53,succeeded,paypal,Amex,9624,SA,Jeddah,0.11,M66SDH,2.94,10,0.41,0.16,0.25,2.12,SB20250805-004
T0008168,2025-08-16 23:42:25,M00089,C003606,5812,25.55,TRY,0.77,failed,card,Mastercard,6144,CA,Montreal,0.12,Z15B5L,2.27,40,0.42,0.08,0.34,0.0,SB20250816-001
T0008169,2025-08-10 06:37:07,M00096,C007730,5732,113.65,USD,113.65,refunded,google_pay,Visa,9300,SA,Jeddah,0.2,PBI85R,2.53,20,3.08,1.43,1.65,0.0,SB20250810-005
T0008170,2025-08-01 14:56:34,M00027,C003496,7399,306.27,TRY,9.19,refunded,apple_pay,Visa,2922,CA,Toronto,0.1,SOWMG6,2.89,25,0.52,0.18,0.34,0.0,SB20250801-003
T0008171,2025-08-19 10:22:54,M00050,C002684,5691,115.88,GBP,312.71,succeeded,bank_transfer,Visa,0821,JO,Amman,0.0,ZD7MMP,2.23,25,22.42,3.89,18.52,290.29,SB20250819-004
T0008172,2025-08-05 05:12:35,M00043,C004011,6012,267.36,GBP,350.24,refunded,paypal,Visa,9590,FR,Marseille,0.03,CINOVN,2.59,20,9.27,4.27,5.0,0.0,SB20250805-002
T0008173,2025-08-10 13:00:20,M00104,C007249,5734,101.43,GBP,273.71,succeeded,card,Mastercard,5124,GB,Manchester,0.1,0YXUPW,3.08,35,22.2,3.42,18.78,251.51,SB20250810-005
T0008174,2025-08-18 20:41:21,M00060,C004029,5732,56.67,JOD,164.59,succeeded,paypal,Visa,1424,TR,Izmir,0.2,PBHE15,1.74,30,11.33,2.12,9.21,153.26,SB20250818-004
T0008175,2025-08-19 13:10:15,M00118,C003827,5999,89.58,TRY,5.54,succeeded,google_pay,Visa,7129,DE,Munich,0.01,3WZNW9,3.38,30,1.07,0.21,0.86,4.47,SB20250819-002
T0008176,2025-08-10 10:47:32,M00045,C002180,6012,220.0,USD,453.2,succeeded,card,UnionPay,7766,SA,Dammam,0.25,0G2RDU,2.49,20,33.32,5.58,27.74,419.88,SB20250810-002
T0008177,2025-08-12 09:38:16,M00030,C003333,5812,44.01,JOD,127.82,succeeded,apple_pay,Visa,2544,NL,Rotterdam,0.19,EAK5LY,2.57,10,9.58,1.67,7.91,118.25,SB20250812-005
T0008178,2025-08-07 18:47:20,M00012,C003435,6012,607.51,CAD,913.57,succeeded,card,Visa,1669,NL,Utrecht,0.12,7HMVZ7,2.54,20,67.19,11.1,56.09,846.38,SB20250807-001
T0008179,2025-08-11 08:33:48,M00090,C007837,5691,151.58,TRY,9.37,succeeded,card,Mastercard,6509,DE,Hamburg,0.07,X5WRRT,3.0,35,1.46,0.25,1.21,7.91,SB20250811-005
T0008180,2025-08-01 22:15:37,M00075,C000665,7999,46.9,CAD,70.53,succeeded,card,Amex,7913,GB,Manchester,0.09,HOC6PD,2.72,35,6.0,0.99,5.01,64.53,SB20250801-001
T0008181,2025-08-01 22:26:05,M00103,C005116,7399,438.51,TRY,27.11,succeeded,card,Visa,2214,AE,Dubai,0.41,Y6WW3L,2.78,10,2.27,0.47,1.79,24.84,SB20250801-001
T0008182,2025-08-10 21:17:40,M00012,C006408,6012,220.0,AED,59.84,failed,card,Mastercard,6810,AE,Abu Dhabi,0.13,VLVFTB,2.54,20,1.72,0.79,0.93,0.0,SB20250810-005
T0008183,2025-08-14 01:00:10,M00082,C007160,5691,64.35,EUR,144.49,succeeded,card,Visa,1937,DE,Hamburg,0.16,UK1VOK,1.75,20,9.84,1.87,7.96,134.65,SB20250814-005
T0008184,2025-08-11 04:50:13,M00038,C000706,5734,53.49,CAD,80.44,succeeded,card,Visa,2636,NL,Amsterdam,0.0,FIIA6N,2.41,25,6.29,1.11,5.18,74.16,SB20250811-005
T0008185,2025-08-23 17:17:38,M00066,C005253,6012,400.33,USD,824.68,succeeded,crypto_onramp,UnionPay,7089,CA,Toronto,0.0,5HXXPN,2.65,20,61.61,10.03,51.58,763.07,SB20250823-004
T0008186,2025-08-17 21:30:57,M00033,C002830,7399,374.18,USD,770.81,succeeded,card,Mastercard,1374,NL,Utrecht,0.11,RL8CI1,2.21,35,54.53,9.39,45.14,716.28,SB20250817-004
T0008187,2025-08-15 23:30:42,M00051,C006401,7999,89.21,GBP,240.75,succeeded,bank_transfer,Visa,6949,GB,Manchester,0.32,TMDOMU,2.35,35,17.87,3.03,14.84,222.88,SB20250815-005
T0008188,2025-08-25 02:18:44,M00036,C003640,6012,1338.46,TRY,82.71,succeeded,card,Visa,6998,SA,Dammam,0.01,0Y2CMX,2.74,40,7.04,1.13,5.91,75.67,SB20250825-004
T0008189,2025-08-06 00:02:29,M00112,C007824,5691,77.65,SAR,20.65,refunded,bank_transfer,Mastercard,7833,JO,Zarqa,0.31,X6QNBH,2.33,25,0.73,0.32,0.41,0.0,SB20250806-001
T0008190,2025-08-16 15:59:19,M00111,C006074,5411,66.55,USD,137.09,succeeded,card,Mastercard,2183,CA,Toronto,0.18,Y67RO0,2.24,35,10.33,1.79,8.54,126.76,SB20250816-001
T0008191,2025-08-22 04:05:48,M00031,C004420,7399,181.38,JOD,526.85,succeeded,crypto_onramp,Visa,7811,SA,Jeddah,0.0,UDW15A,2.09,20,36.57,6.47,30.1,490.28,SB20250822-003
T0008192,2025-08-26 20:19:00,M00067,C007866,5999,50.4,SAR,13.41,refunded,card,Mastercard,1287,DE,Berlin,0.25,Y5RCP6,3.08,20,0.61,0.23,0.38,0.0,SB20250826-002
T0008193,2025-08-12 12:46:30,M00102,C000194,7399,172.77,USD,355.91,succeeded,cash_app,Mastercard,3178,TR,Izmir,0.0,36DQTK,2.21,10,25.05,4.41,20.64,330.85,SB20250812-002
T0008194,2025-08-02 09:41:46,M00007,C004177,5734,81.05,SAR,44.41,succeeded,card,Mastercard,8657,CA,Toronto,0.06,BE4TPM,2.35,10,3.37,0.68,2.69,41.04,SB20250802-002
T0008195,2025-08-06 17:18:52,M00045,C006928,6012,1029.08,EUR,1121.7,failed,apple_pay,Mastercard,1660,DE,Berlin,0.25,LAII1Y,2.49,20,28.13,13.53,14.6,0.0,SB20250806-005
T0008196,2025-08-05 19:24:41,M00058,C007907,5999,53.87,TRY,3.34,succeeded,bank_transfer,Visa,8400,CA,Vancouver,0.0,7KJ0J5,2.54,20,0.65,0.19,0.47,2.68,SB20250805-004
T0008197,2025-08-16 23:24:18,M00117,C007065,5411,86.04,USD,177.24,succeeded,paypal,Mastercard,2811,JO,Amman,0.14,GHSW6M,3.06,10,14.08,2.27,11.81,163.17,SB20250816-003
T0008198,2025-08-15 13:15:08,M00097,C003022,5732,120.23,GBP,324.45,succeeded,card,mada,5851,AE,Abu Dhabi,0.21,XM009Q,2.58,20,24.25,4.04,20.21,300.2,SB20250815-005
T0008199,2025-08-10 13:24:27,M00030,C000749,5812,64.83,USD,133.55,succeeded,card,Visa,0916,JO,Amman,0.1,6TO88W,2.57,10,10.02,1.75,8.27,123.53,SB20250810-003
T0008200,2025-08-10 05:08:29,M00004,C000100,7999,25.91,TRY,1.61,succeeded,card,Visa,5264,NL,Amsterdam,0.01,Z17S8R,2.16,25,0.63,0.16,0.47,0.97,SB20250810-005
T0008201,2025-08-20 20:42:07,M00107,C007382,5734,220.0,SAR,58.52,pending,apple_pay,UnionPay,7936,DE,Berlin,0.07,QRUYA9,2.09,10,1.32,0.77,0.55,0.0,SB20250820-001
T0008202,2025-08-14 00:54:03,M00104,C000498,5734,106.67,USD,219.74,succeeded,card,Visa,0415,NL,Rotterdam,0.08,PZIL7C,3.08,35,17.98,2.78,15.2,201.76,SB20250814-004
T0008203,2025-08-27 01:50:22,M00042,C003792,7399,242.86,EUR,545.32,succeeded,card,Mastercard,6483,CA,Toronto,0.15,T0UJ6O,2.27,20,38.81,6.7,32.11,506.51,SB20250827-001
T0008204,2025-08-20 14:26:46,M00018,C007933,4812,58.18,AED,32.59,succeeded,card,Mastercard,2026,JO,Zarqa,0.24,T0G05X,2.67,30,3.04,0.54,2.5,29.55,SB20250820-004
T0008205,2025-08-25 17:37:14,M00111,C006619,5411,102.64,TRY,6.34,succeeded,card,Visa,4048,DE,Berlin,0.17,IM677T,2.24,35,1.17,0.23,0.94,5.18,SB20250825-002
T0008206,2025-08-14 20:53:21,M00101,C007885,5812,39.38,AED,10.71,refunded,card,Amex,3850,DE,Hamburg,0.03,J5DSSE,2.94,10,0.41,0.2,0.21,0.0,SB20250814-003
T0008207,2025-08-21 23:51:47,M00085,C003395,5691,44.69,GBP,120.59,succeeded,card,Mastercard,0925,SA,Dammam,0.0,X1GKZL,2.55,40,9.65,1.59,8.06,110.95,SB20250821-003
T0008208,2025-08-08 09:52:08,M00038,C000353,5734,106.28,JOD,308.69,succeeded,card,Visa,7497,AE,Dubai,0.24,VWFCLO,2.41,25,22.68,3.85,18.83,286.01,SB20250808-005
T0008209,2025-08-08 18:07:33,M00108,C000202,5691,77.24,AED,21.01,refunded,card,Visa,6503,JO,Amman,0.12,EDMNFB,2.44,40,0.91,0.32,0.59,0.0,SB20250808-002
T0008210,2025-08-06 15:44:29,M00033,C000947,7399,143.45,AED,39.02,reversed,card,Mastercard,7166,NL,Rotterdam,0.05,I4JWSI,2.21,35,1.21,0.54,0.67,0.0,SB20250806-004
T0008211,2025-08-26 22:11:59,M00017,C005867,5999,69.11,USD,142.37,succeeded,card,Visa,6684,GB,Manchester,0.0,7MTGQH,2.57,20,10.87,1.85,9.02,131.5,SB20250826-002
T0008212,2025-08-03 07:14:11,M00064,C003989,7999,29.59,TRY,1.83,succeeded,card,Mastercard,4856,JO,Irbid,0.13,6I2EUT,2.66,10,0.34,0.16,0.17,1.5,SB20250803-001
T0008213,2025-08-11 18:50:44,M00069,C005174,5732,178.74,TRY,11.04,succeeded,card,Visa,5979,US,SF,0.02,3E22WU,2.7,20,1.23,0.27,0.96,9.82,SB20250811-002
T0008214,2025-08-17 02:45:25,M00094,C002910,5812,11.82,TRY,0.72,succeeded,card,Mastercard,2413,GB,Manchester,0.27,I180PW,2.06,20,0.47,0.14,0.32,0.26,SB20250817-005
T0008215,2025-08-14 19:38:06,M00005,C002070,6012,1054.48,AED,590.85,succeeded,card,Visa,3373,NL,Utrecht,0.0,74MLQN,2.37,30,42.81,7.23,35.58,548.04,SB20250814-001
T0008216,2025-08-16 08:55:18,M00017,C007605,5999,39.95,JOD,116.04,succeeded,google_pay,Mastercard,3176,SA,Dammam,0.08,ADSFHM,2.57,20,8.93,1.55,7.39,107.11,SB20250816-003
T0008217,2025-08-01 12:38:09,M00060,C003024,5732,86.29,USD,177.76,succeeded,paypal,Mastercard,7835,AE,Abu Dhabi,0.05,XFGL6O,1.74,30,12.19,2.29,9.9,165.57,SB20250801-004
T0008218,2025-08-21 15:34:59,M00089,C002650,5812,15.95,SAR,4.24,pending,card,Visa,3467,GB,Manchester,0.0,8947P9,2.27,40,0.5,0.12,0.38,0.0,SB20250821-003
T0008219,2025-08-11 12:53:20,M00043,C001574,6012,576.92,JOD,1675.73,succeeded,card,Visa,5816,DE,Munich,0.09,P7WCCI,2.59,20,123.76,20.25,103.51,1551.97,SB20250811-003
T0008220,2025-08-05 06:27:34,M00016,C001177,7399,399.95,USD,823.9,succeeded,card,Mastercard,6948,DE,Berlin,0.17,RTR3LO,2.43,35,60.05,10.03,50.02,763.85,SB20250805-002
T0008221,2025-08-09 14:17:02,M00010,C002222,7999,19.03,JOD,55.27,succeeded,card,Visa,0685,SA,Riyadh,0.0,ZLZVEZ,2.39,40,4.78,0.8,3.97,50.49,SB20250809-004
T0008222,2025-08-15 11:24:56,M00031,C001482,7399,456.48,GBP,1231.86,succeeded,cash_app,Mastercard,4286,SA,Jeddah,0.0,DTY03P,2.09,20,84.93,14.94,69.99,1146.93,SB20250815-001
T0008223,2025-08-07 07:12:23,M00100,C006247,5812,10.0,USD,20.6,succeeded,google_pay,Discover,4772,CA,Vancouver,0.19,JPW23I,2.43,40,2.3,0.39,1.91,18.3,SB20250807-003
T0008224,2025-08-06 23:08:30,M00051,C002947,7999,58.15,CAD,87.45,succeeded,google_pay,Visa,4634,JO,Zarqa,0.26,V4H660,2.35,35,6.96,1.19,5.76,80.49,SB20250806-001
T0008225,2025-08-14 00:04:35,M00005,C004889,6012,416.93,GBP,1125.13,succeeded,card,Mastercard,2386,AE,Abu Dhabi,0.21,AL43WE,2.37,30,80.95,13.64,67.32,1044.18,SB20250814-002
T0008226,2025-08-24 15:07:22,M00112,C004706,5691,41.06,GBP,110.81,succeeded,apple_pay,Visa,0301,SA,Jeddah,0.0,TDB0J3,2.33,25,8.38,1.48,6.89,102.43,SB20250824-003
T0008227,2025-08-14 23:14:07,M00112,C004426,5691,41.3,EUR,92.74,succeeded,apple_pay,Discover,5150,GB,Bristol,0.1,QQT1F3,2.33,25,7.1,1.26,5.85,85.64,SB20250814-001
T0008228,2025-08-23 15:33:42,M00050,C005118,5691,118.22,SAR,64.79,succeeded,google_pay,mada,1772,FR,Lyon,0.0,LC9R89,2.23,25,5.05,0.93,4.12,59.74,SB20250823-004
T0008229,2025-08-27 00:03:57,M00080,C006987,5411,71.35,AED,39.98,succeeded,paypal,Visa,7183,AE,Sharjah,0.07,E7IYT0,2.43,35,3.6,0.62,2.98,36.38,SB20250827-005
T0008230,2025-08-24 12:15:01,M00106,C004452,5732,74.71,USD,153.9,succeeded,card,Visa,9998,TR,Istanbul,0.17,DUDGUX,2.52,35,11.94,2.0,9.94,141.97,SB20250824-003
T0008231,2025-08-03 03:30:11,M00113,C004445,4812,176.63,AED,98.96,succeeded,card,Mastercard,7860,GB,London,0.09,XQFM28,2.13,20,7.23,1.34,5.89,91.73,SB20250803-002
T0008232,2025-08-12 23:50:16,M00023,C002382,5734,85.7,EUR,192.42,succeeded,bank_transfer,Mastercard,5238,SA,Dammam,0.28,UPKZIW,2.91,40,15.61,2.45,13.16,176.82,SB20250812-004
T0008233,2025-08-04 03:35:31,M00049,C004064,5734,56.31,GBP,151.97,succeeded,card,Mastercard,8620,CA,Toronto,0.2,2IZ2W9,3.14,35,12.75,1.98,10.77,139.22,SB20250804-002
T0008234,2025-08-21 23:18:59,M00025,C003304,7399,399.77,JOD,1161.18,succeeded,crypto_onramp,UnionPay,7719,GB,Manchester,0.0,502KAB,2.73,35,87.82,14.07,73.75,1073.36,SB20250821-003
T0008235,2025-08-25 08:29:46,M00099,C004979,7399,239.82,JOD,338.15,pending,card,Amex,3707,JO,Irbid,0.13,AS946S,2.11,30,7.43,4.13,3.3,0.0,SB20250825-003
T0008236,2025-08-10 02:57:21,M00041,C007226,5999,58.23,USD,119.95,succeeded,crypto_onramp,Visa,0526,DE,Munich,0.0,9AQLHK,2.43,25,9.14,1.59,7.56,110.81,SB20250810-005
T0008237,2025-08-27 12:44:36,M00031,C007982,7399,120.0,GBP,323.83,succeeded,apple_pay,Mastercard,5953,CA,Vancouver,0.0,XONJE5,2.09,20,22.64,4.04,18.6,301.19,SB20250827-005
T0008238,2025-08-22 11:33:44,M00098,C002280,5999,54.27,AED,30.41,succeeded,card,UnionPay,8101,TR,Ankara,0.11,4HAIMC,2.22,25,2.64,0.52,2.13,27.76,SB20250822-004
T0008239,2025-08-02 04:50:34,M00056,C006380,5691,64.51,TRY,4.0,succeeded,paypal,Discover,5533,GB,London,0.07,MYESFW,2.73,35,1.01,0.19,0.83,2.98,SB20250802-003
T0008240,2025-08-10 11:37:01,M00013,C004755,4812,200.03,GBP,262.04,refunded,card,Mastercard,9073,US,LA,0.11,RTSYCR,2.2,30,6.06,3.21,2.85,0.0,SB20250810-004
T0008241,2025-08-13 22:38:46,M00064,C006789,7999,37.61,SAR,20.6,succeeded,crypto_onramp,Visa,2897,DE,Hamburg,0.2,Q59N4V,2.66,10,1.74,0.39,1.35,18.86,SB20250813-004
T0008242,2025-08-26 02:50:32,M00064,C002234,7999,137.29,JOD,398.78,succeeded,card,Mastercard,5166,DE,Hamburg,0.11,C47KVF,2.66,10,29.84,4.92,24.92,368.94,SB20250826-001
T0008243,2025-08-01 11:34:45,M00011,C000518,7999,54.69,SAR,29.97,succeeded,card,Visa,6820,GB,Bristol,0.12,MJ8G5X,2.63,20,2.63,0.49,2.13,27.35,SB20250801-001
T0008244,2025-08-16 03:06:17,M00003,C003915,5732,84.19,JOD,244.54,succeeded,card,Visa,2727,FR,Lyon,0.36,X41LQH,2.83,30,19.21,3.07,16.14,225.34,SB20250816-004
T0008245,2025-08-07 00:47:46,M00040,C007836,5732,209.6,CAD,315.2,succeeded,card,Visa,3062,US,Austin,0.1,H85PHR,3.21,15,25.46,3.93,21.53,289.74,SB20250807-003
T0008246,2025-08-11 05:47:32,M00047,C006224,7999,46.1,AED,12.54,pending,card,Mastercard,4970,TR,Ankara,0.01,G4ZBOJ,2.48,20,0.51,0.22,0.29,0.0,SB20250811-002
T0008247,2025-08-12 10:07:35,M00014,C005738,5732,92.18,TRY,5.71,succeeded,crypto_onramp,Mastercard,3607,GB,Bristol,0.22,PZUQ10,2.12,25,0.91,0.21,0.7,4.8,SB20250812-003
T0008248,2025-08-21 01:25:24,M00033,C006185,7399,120.0,SAR,65.76,succeeded,crypto_onramp,Visa,8272,SA,Dammam,0.07,0W01MP,2.21,35,5.32,0.93,4.39,60.44,SB20250821-002
T0008249,2025-08-01 13:46:19,M00120,C003795,5732,189.8,SAR,104.01,succeeded,cash_app,Mastercard,7357,NL,Rotterdam,0.08,YH69BB,2.28,25,7.85,1.4,6.45,96.16,SB20250801-004
T0008250,2025-08-17 06:58:23,M00062,C005067,5812,23.2,CAD,34.9,succeeded,card,Visa,2496,CA,Vancouver,0.04,Y0T8C7,3.25,25,3.31,0.56,2.76,31.58,SB20250817-005
T0008251,2025-08-18 22:25:21,M00066,C007756,6012,809.36,JOD,2350.87,succeeded,card,Visa,6195,TR,Istanbul,0.11,M7IW74,2.65,20,174.86,28.35,146.51,2176.02,SB20250818-005
